,kode_wilayah,wilayah,tahun,nilai
209,6500,Provinsi Kalimantan Utara,2024,225033888006.0
210,2100,Provinsi Kepulauan Riau,2024,273223682443.0
211,1800,Provinsi Lampung,2024,444399758691.0
212,8100,Provinsi Maluku,2024,647495816587.0
213,8200,Provinsi Maluku Utara,2024,541752880625.0
214,5200,Provinsi Nusa Tenggara Barat,2024,644665759745.0
215,5300,Provinsi Nusa Tenggara Timur,2024,834159716092.0
216,9400,Provinsi Papua,2024,243618883013.0
217,9200,Provinsi Papua Barat,2024,161812035701.0
218,9100,Provinsi Papua Barat,2024,161812035701.0
219,1400,Provinsi Riau,2024,437475935102.0
220,7600,Provinsi Sulawesi Barat,2024,185771571645.0
221,7300,Provinsi Sulawesi Selatan,2024,534525527166.0
222,7200,Provinsi Sulawesi Tengah,2024,581622938089.0
223,7400,Provinsi Sulawesi Tenggara,2024,477227895320.0
224,7100,Provinsi Sulawesi Utara,2024,524405723647.0
225,1300,Provinsi Sumatera Barat,2024,447548075392.0
226,1600,Provinsi Sumatera Selatan,2024,409866526937.0
227,1200,Provinsi Sumatera Utara,2024,679193256597.0
