,kode_wilayah,wilayah,tahun,nilai
158,3100,Provinsi DKI Jakarta,2023,70350054000.0
159,7500,Provinsi Gorontalo,2023,50717858000.0
160,1500,Provinsi Jambi,2023,17420542000.0
161,3200,Provinsi Jawa Barat,2023,24166378000.0
162,9700,Provinsi Jawa Tengah,2023,174395890000.0
163,9600,Provinsi Jawa Tengah,2023,174395890000.0
164,3300,Provinsi Jawa Tengah,2023,174395890000.0
165,3500,Provinsi Jawa Timur,2023,146889839000.0
166,6100,Provinsi Kalimantan Barat,2023,12399484000.0
167,6300,Provinsi Kalimantan Selatan,2023,94119646000.0
168,9500,Provinsi Kalimantan Selatan,2023,94119646000.0
169,6200,Provinsi Kalimantan Tengah,2023,77235320000.0
170,6400,Provinsi Kalimantan Timur,2023,0.0
171,6500,Provinsi Kalimantan Utara,2023,49332654000.0
172,2100,Provinsi Kepulauan Riau,2023,13387490000.0
173,1800,Provinsi Lampung,2023,124122792000.0
174,8100,Provinsi Maluku,2023,0.0
175,8200,Provinsi Maluku Utara,2023,28794873000.0
176,5200,Provinsi Nusa Tenggara Barat,2023,0.0
177,5300,Provinsi Nusa Tenggara Timur,2023,0.0
178,9400,Provinsi Papua,2023,0.0
179,9200,Provinsi Papua Barat,2023,0.0
180,9100,Provinsi Papua Barat,2023,0.0
181,1400,Provinsi Riau,2023,43095292000.0
182,7600,Provinsi Sulawesi Barat,2023,0.0
183,7300,Provinsi Sulawesi Selatan,2023,131738828000.0
184,7200,Provinsi Sulawesi Tengah,2023,16810996500.0
185,7400,Provinsi Sulawesi Tenggara,2023,0.0
186,7100,Provinsi Sulawesi Utara,2023,67158592000.0
187,1300,Provinsi Sumatera Barat,2023,17242050000.0
188,1600,Provinsi Sumatera Selatan,2023,0.0
189,1200,Provinsi Sumatera Utara,2023,59111804000.0
190,1100,Provinsi Aceh,2024,30379126500.0
191,5100,Provinsi Bali,2024,46314708000.0
192,1900,Provinsi Bangka Belitung,2024,0.0
193,3600,Provinsi Banten,2024,29429973000.0
194,1700,Provinsi Bengkulu,2024,40504721000.0
195,3400,Provinsi DI Yogyakarta,2024,18134875500.0
196,3100,Provinsi DKI Jakarta,2024,682314427000.0
197,7500,Provinsi Gorontalo,2024,15365764000.0
198,1500,Provinsi Jambi,2024,8433279000.0
199,3200,Provinsi Jawa Barat,2024,66795711500.0
200,9700,Provinsi Jawa Tengah,2024,66730291500.0
201,9600,Provinsi Jawa Tengah,2024,66730291500.0
202,3300,Provinsi Jawa Tengah,2024,66730291500.0
203,3500,Provinsi Jawa Timur,2024,30191656000.0
204,6100,Provinsi Kalimantan Barat,2024,33353189500.0
205,6300,Provinsi Kalimantan Selatan,2024,26335775500.0
206,9500,Provinsi Kalimantan Selatan,2024,26335775500.0
207,6200,Provinsi Kalimantan Tengah,2024,16563229500.0
208,6400,Provinsi Kalimantan Timur,2024,29497681500.0
209,6500,Provinsi Kalimantan Utara,2024,25296988000.0
210,2100,Provinsi Kepulauan Riau,2024,25633642000.0
211,1800,Provinsi Lampung,2024,48436673000.0
212,8100,Provinsi Maluku,2024,0.0
213,8200,Provinsi Maluku Utara,2024,0.0
214,5200,Provinsi Nusa Tenggara Barat,2024,41850826000.0
215,5300,Provinsi Nusa Tenggara Timur,2024,17020441500.0
