wilayah_kode,wilayah,tahun,value
9400,PAPUA,2017,0.395
1100,ACEH,2017,0.329
3600,BANTEN,2017,0.382
6200,KALIMANTAN TENGAH,2017,0.343
8100,MALUKU,2017,0.312
8100,MALUKU,2017,0.307
1600,SUMATERA SELATAN,2017,0.365
3500,JAWA TIMUR,2017,0.326
6500,KALIMANTAN UTARA,2017,0.298
5200,NUSA TENGGARA BARAT,2017,0.413
9999,INDONESIA,2017,0.404
6100,KALIMANTAN BARAT,2017,0.36
7400,SULAWESI TENGGARA,2017,0.404
7500,GORONTALO,2017,0.379
7100,SULAWESI UTARA,2017,0.394
3200,JAWA BARAT,2017,0.393
9400,PAPUA,2017,0.398
7400,SULAWESI TENGGARA,2017,0.358
1300,SUMATERA BARAT,2017,0.288
1800,LAMPUNG,2017,0.36
5300,NUSA TENGGARA TIMUR,2017,0.311
3400,DI YOGYAKARTA,2017,0.44
7300,SULAWESI SELATAN,2017,0.348
7300,SULAWESI SELATAN,2017,0.429
9100,PAPUA BARAT,2017,0.39
5200,NUSA TENGGARA BARAT,2017,0.378
3200,JAWA BARAT,2017,0.324
1200,SUMATERA UTARA,2017,0.342
2100,KEP. RIAU,2017,0.286
9999,INDONESIA,2017,0.32
1300,SUMATERA BARAT,2017,0.276
3200,JAWA BARAT,2017,0.403
6300,KALIMANTAN SELATAN,2017,0.358
6400,KALIMANTAN TIMUR,2017,0.333
1400,RIAU,2017,0.325
1800,LAMPUNG,2017,0.334
1500,JAMBI,2017,0.384
7600,SULAWESI BARAT,2017,0.424
9400,PAPUA,2017,0.397
