,kode_wilayah,wilayah,tahun,nilai
199,3200,Provinsi Jawa Barat,2024,7380818010665.0
200,9700,Provinsi Jawa Tengah,2024,7631492522964.0
201,9600,Provinsi Jawa Tengah,2024,7631492522964.0
202,3300,Provinsi Jawa Tengah,2024,7631492522964.0
203,3500,Provinsi Jawa Timur,2024,8439435528421.0
204,6100,Provinsi Kalimantan Barat,2024,3629449753659.0
205,6300,Provinsi Kalimantan Selatan,2024,2433324564990.0
206,9500,Provinsi Kalimantan Selatan,2024,2433324564990.0
207,6200,Provinsi Kalimantan Tengah,2024,3083364728000.0
208,6400,Provinsi Kalimantan Timur,2024,1970037479878.0
209,6500,Provinsi Kalimantan Utara,2024,2308498508651.0
210,2100,Provinsi Kepulauan Riau,2024,2349644587151.0
211,1800,Provinsi Lampung,2024,3988721195618.0
212,8100,Provinsi Maluku,2024,3256846991152.0
213,8200,Provinsi Maluku Utara,2024,2647999907133.0
214,5200,Provinsi Nusa Tenggara Barat,2024,3447392565889.0
215,5300,Provinsi Nusa Tenggara Timur,2024,3957368526049.0
216,9400,Provinsi Papua,2024,1556093662000.0
217,9200,Provinsi Papua Barat,2024,1150141258000.0
218,9100,Provinsi Papua Barat,2024,1150141258000.0
219,1400,Provinsi Riau,2024,3192697969483.0
220,7600,Provinsi Sulawesi Barat,2024,2101749080764.0
221,7300,Provinsi Sulawesi Selatan,2024,5417148826136.0
222,7200,Provinsi Sulawesi Tengah,2024,3216525673566.0
223,7400,Provinsi Sulawesi Tenggara,2024,3299604044600.0
224,7100,Provinsi Sulawesi Utara,2024,2805492832295.0
225,1300,Provinsi Sumatera Barat,2024,4119601035931.0
226,1600,Provinsi Sumatera Selatan,2024,3489110320110.0
227,1200,Provinsi Sumatera Utara,2024,5772215044833.0
