,kode_wilayah,wilayah,tahun,nilai
200,9700,Provinsi Jawa Tengah,2024,6719441832835.0
201,9600,Provinsi Jawa Tengah,2024,6719441832835.0
202,3300,Provinsi Jawa Tengah,2024,6719441832835.0
203,3500,Provinsi Jawa Timur,2024,7302400289692.0
204,6100,Provinsi Kalimantan Barat,2024,1169562425887.0
205,6300,Provinsi Kalimantan Selatan,2024,862041515451.0
206,9500,Provinsi Kalimantan Selatan,2024,862041515451.0
207,6200,Provinsi Kalimantan Tengah,2024,690625463676.0
208,6400,Provinsi Kalimantan Timur,2024,1005451146454.0
209,6500,Provinsi Kalimantan Utara,2024,221950184463.0
210,2100,Provinsi Kepulauan Riau,2024,592421211039.0
211,1800,Provinsi Lampung,2024,1676023856250.0
212,8100,Provinsi Maluku,2024,685932147647.0
213,8200,Provinsi Maluku Utara,2024,458164224768.0
214,5200,Provinsi Nusa Tenggara Barat,2024,1271008280313.0
215,5300,Provinsi Nusa Tenggara Timur,2024,1625424037495.0
216,9400,Provinsi Papua,2024,20750267300.0
217,9200,Provinsi Papua Barat,2024,8905243200.0
218,9100,Provinsi Papua Barat,2024,8905243200.0
219,1400,Provinsi Riau,2024,1610637917519.0
220,7600,Provinsi Sulawesi Barat,2024,381680610400.0
221,7300,Provinsi Sulawesi Selatan,2024,2332048098041.0
222,7200,Provinsi Sulawesi Tengah,2024,790820887604.0
223,7400,Provinsi Sulawesi Tenggara,2024,1006228378377.0
224,7100,Provinsi Sulawesi Utara,2024,776104607373.0
225,1300,Provinsi Sumatera Barat,2024,1779603012911.0
226,1600,Provinsi Sumatera Selatan,2024,1849792126051.0
227,1200,Provinsi Sumatera Utara,2024,3526137549484.0
