namapemda,provinsi,tahun,level2,level3,jenis,nilai
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,35513552000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,13304552000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,13304552000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,130078048000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,130078048000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,24814792000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,14651582764
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,7644151000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,7644151000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,2137630000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,2137630000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,9669066000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,9669066000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,155360000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,155360000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,478234000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,478234000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,105546000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,68604900
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,50023000
Provinsi Sulawesi Barat,Provinsi Sulawesi Barat,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,32514950
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,335138944000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,199386583166
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,7100000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,7100000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,12420434000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,12420434000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,590117090000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,587613284675
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1832436000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1832436000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Anggaran,2850000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Penguatan Kapasitas Kelembagaan Sentra Industri Kecil dan Menengah,Realisasi,2850000000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,2898265000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,2898265000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,14261500000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,11409200000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,4081767000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,3250581166
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,592389114000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,473911291200
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,2215470726000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,2261626366000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,30975305000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,30975305000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,19604609000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,19604609000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,338227577000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,338227577000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,108185560000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,54251192136
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,8149130000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,8149130000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,4726615000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,4726615000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,12955913000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,4779849370
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,149349744000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,59739897600
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,8258314000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,3303325600
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Anggaran,5507229000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,3579698850
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,1177147000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,1177147000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,159695000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,103801750
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,6223037000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,4044974050
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,72577203000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,47175181950
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,614000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,399100
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Insentif Daerah,Dana Insentif Daerah,Anggaran,18973164000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Dana Insentif Daerah,Dana Insentif Daerah,Realisasi,15880306000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Transfer Hibah,Transfer Hibah Pinjaman Luar Negeri,Anggaran,1858037000
Provinsi Sulawesi Selatan,Provinsi Sulawesi Selatan,2024,Transfer Hibah,Transfer Hibah Pinjaman Luar Negeri,Realisasi,1826947158
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,333475956000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,248146982089
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,1500000000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,1500000000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,4427303000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,4427303000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,208095990000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,207847671204
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1272358000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,1272358000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Anggaran,406000000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Pelayanan Perlindungan Perempuan dan Anak,Realisasi,406000000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,4100150000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,4100150000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,8761521000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,5734880000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,1465352000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,1172281600
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,185739761000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,148591808800
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1234075054000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1234075054000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,32579126000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,32579126000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,75507358000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,75507358000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,184058488000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,184058488000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,112374320000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,51711301566
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,13888526000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,13888526000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,150231000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,145724070
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,67209959000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,67209959000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,86012363000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,86012363000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Anggaran,1453907000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH PPh Pasal 25/29 OP,Realisasi,1453907000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Anggaran,109596078000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Gas Bumi 30%,Realisasi,109596078000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Anggaran,6063431000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - Dana Reboisasi,Realisasi,6063431000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Anggaran,580526000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Kehutanan - PSDH,Realisasi,580526000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Anggaran,14027128000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Iuran Tetap,Realisasi,14027128000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Anggaran,229476316000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minerba - Royalti,Realisasi,229476316000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Anggaran,13379731000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Dana Bagi Hasil,DBH SDA Minyak Bumi 15%,Realisasi,13379731000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Transfer Hibah,Transfer Hibah Pinjaman Luar Negeri,Anggaran,883312000
Provinsi Sulawesi Tengah,Provinsi Sulawesi Tengah,2024,Transfer Hibah,Transfer Hibah Pinjaman Luar Negeri,Realisasi,878007595
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Anggaran,279582916000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Fisik,Dana Alokasi Khusus Penugasan,Realisasi,197644979320
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Anggaran,1800000000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,Realisasi,1800000000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Anggaran,4335414000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Kesehatan,Realisasi,4335414000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Anggaran,234985610000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Bantuan Operasional Sekolah,Realisasi,234512869977
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Anggaran,1697878000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Fasilitasi Penanaman Modal,Realisasi,848939000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Anggaran,4425560000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Peningkatan Kapasitas Koperasi dan Usaha Mikro Kecil ,Realisasi,4425560000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Anggaran,7701750000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tambahan Penghasilan Guru ASN Daerah ,Realisasi,4630500000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Anggaran,2922024000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Khusus Guru ASN Daerah,Realisasi,2337619200
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Anggaran,275260689000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Khusus Nonfisik,Dana Tunjangan Profesi Guru ASN Daerah,Realisasi,220208551200
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum,Anggaran,1296941231000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum,Realisasi,1296941231000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Anggaran,15630544000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Kesehatan,Realisasi,15630544000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Anggaran,16988516000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pekerjaan Umum,Realisasi,16988516000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Anggaran,216726133000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Bidang Pendidikan,Realisasi,216726133000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Anggaran,130082664000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Alokasi Umum,Dana Alokasi Umum Penggajian Formasi PPPK,Realisasi,76948532600
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Anggaran,9254276000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,Dana Bagi Hasil Perkebunan Sawit,Realisasi,9254276000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Anggaran,18000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH Cukai Hasil Tembakau,Realisasi,8190
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Anggaran,21688475000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH PBB Bagian Daerah untuk Provinsi,Realisasi,6362310940
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Anggaran,39986038000
Provinsi Sulawesi Tenggara,Provinsi Sulawesi Tenggara,2024,Dana Bagi Hasil,DBH PPh Pasal 21,Realisasi,
